c2,c0,729,129,229,ff9a,type
19965896,203883075,109049557,82491272,18114559,468292,ransom
31374843,320445167,171334908,129611953,28461377,387083,ransom
21175030,216200711,115625582,87462631,19210919,433572,ransom
19535131,199464436,106678118,80693592,17725939,435693,ransom
26646772,271453037,145388222,109906624,24256977,681039,ransom
55479668,567845697,302726188,228851836,50272225,907203,ransom
33738873,344424389,183987393,139170860,30576383,800275,ransom
47666774,486834072,259919737,196616852,43178944,572976,ransom
30580455,312321577,166612535,126036533,27677862,634768,ransom
24512466,250307347,133821428,101228570,22231256,518764,ransom
49928205,509912149,271779758,205591730,45156355,997945,ransom
32899376,336022574,179405330,135718057,29799479,511271,ransom
22033702,224980589,120270342,90974780,19983296,415333,ransom
44632436,455698097,243414260,184125664,40449569,734254,ransom
49153695,502070877,268250354,202924923,44558949,804305,ransom
29419876,300420617,160694375,121561597,26695184,657057,ransom
44036124,449821075,239925428,181503599,39850997,688164,ransom
32549775,332422160,177849752,134535942,29544873,445877,ransom
24829847,253554246,135479826,102488549,22508083,542574,ransom
50231141,513128887,273869978,207183920,45486470,913333,ransom
63690447,650307179,347007101,262493851,57655919,1301768,ransom
28616895,292244292,156152781,118129213,25943849,621082,ransom
43784514,447223512,238580888,180480300,39628787,548572,ransom
24998978,256371676,136759116,103290062,22713074,668479,ransom
36009476,367800887,196283861,148482479,32603926,840988,ransom
55804823,557391882,297139321,224153866,50381383,920080,ransom
21260265,216969427,115968540,87706856,19289002,499512,ransom
26337111,268795672,143703829,108680231,23907427,507129,ransom
29482636,301104005,160942471,121747780,26735001,420041,ransom
25463066,259966530,139093087,105211966,23115205,871990,ransom
62965567,643274369,343424430,259801309,57033364,1033044,ransom
35922164,366874738,195602889,147964102,32501852,647714,ransom
18525514,189152294,101191387,76548937,16814526,411958,ransom
13281112,135584268,72603718,54919390,12061462,304985,ransom
18781196,191820634,102658992,77658850,17048436,451686,ransom
45679987,466651610,249538479,188771058,41442174,628233,ransom
37609040,384115715,205400259,155381139,34121805,714712,ransom
24527975,250525706,133903050,101294839,22239285,389126,ransom
44071581,450179209,240339122,181814242,39920402,1194489,ransom
52825548,539599972,288098535,217943511,47852037,818542,ransom
25702696,262496036,140367347,106182068,23315894,389226,ransom
19123056,196344520,104405980,78813311,17339995,626463,ransom
32704429,334073389,178608905,135113690,29661900,552693,ransom
21024137,214724484,114949867,86956370,19090685,380380,ransom
31294933,319655576,171093549,129430067,28415859,443703,ransom
13194258,134627552,71853628,54345765,11946697,358484,ransom
19928836,203496541,108807632,82308545,18079538,619871,ransom
26931427,275095766,146967169,111176519,24409502,351978,ransom
29369216,299931037,160338145,121288576,26635447,541411,ransom
27238525,278170952,148890547,112626172,24734094,376859,ransom
19314031,197199002,105278016,79635170,19396422,630662,ransom
36257755,370320794,197912585,149710789,32879885,614909,ransom
22202614,226778205,121446583,91871633,20167864,557963,ransom
17624364,179963557,96372889,72901968,16007735,356739,ransom
34032265,345998619,184998430,139923200,30783187,460616,ransom
17430081,177975146,95282791,72076896,15826484,380888,ransom
14826244,151341044,80948600,61232215,13452357,359246,ransom
37356353,381548348,203922528,154262731,33875161,539863,ransom
